,SalePrice,LotFrontage,LotArea,TotalBsmtSF,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,GarageCars,MoSold,YrSold,YearBuilt,PoolArea
756,212000,68.0,10769,866,846,866,902,0,1768,2,1,3,1,7,578,2,4,2009,2007,0
757,158900,,11616,672,234,672,714,0,1386,2,1,3,1,6,440,2,4,2010,1978,0
759,290000,65.0,12257,1318,1198,1328,1203,0,2531,2,1,4,1,9,752,3,11,2007,1995,0
760,127500,70.0,9100,864,252,864,0,0,864,1,0,2,1,5,300,1,10,2009,1959,0
762,215200,72.0,8640,756,732,764,783,0,1547,2,1,3,1,7,614,2,6,2010,2009,0
763,337000,82.0,9430,1252,89,1268,1097,0,2365,2,1,3,1,8,856,3,7,2009,1999,0
764,270000,30.0,9549,1494,0,1494,0,0,1494,1,1,2,1,6,481,2,4,2006,1995,0
765,264132,75.0,14587,1498,1498,1506,0,0,1506,2,0,2,1,6,592,2,8,2008,2008,0
766,196500,80.0,10421,980,586,980,734,0,1714,2,1,3,1,7,496,2,3,2010,1988,0
767,160000,75.0,12508,983,323,983,767,0,1750,2,0,4,1,7,423,1,7,2008,1940,0
768,216837,70.0,9100,1860,1836,1836,0,0,1836,2,0,3,1,8,484,2,10,2006,2004,0
769,538000,47.0,53504,1650,234,1690,1589,0,3279,3,1,4,1,12,841,3,6,2010,2003,0
770,134900,,7252,858,173,858,0,0,858,1,0,2,1,5,576,2,4,2009,1982,0
771,102000,67.0,8877,836,0,1220,0,0,1220,1,0,2,1,6,396,2,4,2006,1951,0
773,114500,70.0,10150,912,456,912,0,0,912,1,0,2,1,5,275,1,7,2007,1958,0
774,395000,110.0,14226,1935,1935,1973,0,0,1973,2,0,3,1,9,895,3,7,2007,2006,0
776,221500,86.0,11210,1614,1594,1614,0,0,1614,2,0,3,1,7,865,3,7,2006,2005,0
777,142500,100.0,13350,864,102,894,0,0,894,1,0,3,1,5,440,2,6,2006,1974,0
779,135000,78.0,10530,975,0,1004,0,0,1004,1,0,2,1,4,504,2,5,2006,1977,0
780,176000,63.0,7875,1237,1237,1253,0,0,1253,2,0,3,1,6,402,2,6,2007,1995,0
781,175900,65.0,7153,761,374,810,793,0,1603,2,1,3,1,7,484,2,7,2006,1992,0
782,187100,67.0,16285,1413,1413,1430,0,0,1430,2,0,3,1,6,605,2,6,2009,2001,0
783,165500,,9101,1097,0,1110,0,0,1110,1,0,1,1,4,602,2,7,2009,1978,0
784,128000,35.0,6300,742,742,742,742,0,1484,2,0,3,1,9,0,0,6,2008,1914,0
785,161500,,9790,1372,491,1342,0,0,1342,2,0,3,1,7,457,2,9,2009,1967,0
787,233000,76.0,10142,956,300,956,1128,0,2084,2,1,4,1,8,618,2,1,2010,2004,0
788,107900,50.0,6000,901,901,901,0,0,901,1,0,2,1,4,281,1,8,2008,1954,0
789,187500,,12205,832,264,976,1111,0,2087,2,1,5,1,9,444,2,7,2007,1966,0
790,160200,43.0,3182,1145,1129,1145,0,0,1145,2,0,2,1,5,397,2,9,2009,2005,0
791,146800,,11333,1029,490,1062,0,0,1062,1,0,3,1,5,539,2,5,2007,1976,0
792,269790,92.0,9920,1117,255,1127,886,0,2013,2,1,3,1,8,455,2,6,2007,1996,0
793,225000,76.0,9158,1496,1496,1496,0,0,1496,2,0,3,1,7,474,2,6,2007,2007,0
794,194500,,10832,712,712,1086,809,0,1895,2,1,3,1,7,409,2,10,2008,1994,0
796,143500,71.0,8197,660,660,1285,0,0,1285,1,1,3,1,7,528,2,4,2007,1977,0
797,110000,57.0,7677,773,203,773,0,0,773,1,0,2,1,4,240,1,4,2008,1953,0
798,485000,104.0,13518,1926,1926,1966,1174,0,3140,3,1,4,1,11,820,3,7,2009,2008,0
799,175000,60.0,7200,731,162,981,787,0,1768,1,1,3,1,7,240,1,6,2007,1937,0
801,109900,40.0,4800,1196,999,1196,0,0,1196,1,0,2,1,5,440,2,7,2007,1916,0
802,189000,63.0,8199,728,80,728,728,0,1456,2,1,3,1,7,410,2,10,2008,2005,0
803,582933,107.0,13891,1734,1734,1734,1088,0,2822,3,1,4,1,12,1020,3,1,2009,2008,0
804,118000,75.0,9000,936,124,1128,0,0,1128,1,0,2,1,5,286,1,6,2006,1954,0
805,227680,91.0,12274,1417,1417,1428,0,0,1428,2,0,3,1,6,554,2,7,2008,2008,0
806,135500,75.0,9750,980,100,980,0,0,980,2,0,3,1,6,384,1,10,2006,1967,0
809,106000,90.0,8100,849,849,1075,1063,0,2138,2,0,2,3,11,360,2,11,2009,1898,0
811,144500,,4438,848,186,848,0,0,848,1,0,1,1,4,420,2,6,2008,2004,0
812,55993,66.0,8712,540,540,1044,0,0,1044,1,0,2,1,4,504,2,6,2010,1952,0
813,157900,75.0,9750,1442,834,1442,0,0,1442,1,1,4,1,7,301,1,4,2007,1958,0
814,116000,45.0,8248,686,686,686,564,0,1250,1,1,3,1,7,280,1,7,2006,1918,0
816,137000,,11425,1008,522,1008,0,0,1008,1,0,2,1,4,275,1,7,2006,1954,0
818,155000,80.0,8816,1010,506,1052,0,0,1052,1,0,3,1,6,440,2,6,2010,1971,0
819,224000,44.0,6371,1358,625,1358,0,0,1358,2,0,2,1,6,484,2,6,2010,2009,0
820,183000,72.0,7226,798,798,798,842,0,1640,2,1,3,1,6,595,2,6,2008,2003,0
821,93000,60.0,6000,936,936,936,0,0,936,1,0,2,1,4,576,2,2,2009,1953,0
823,139500,60.0,9900,778,778,944,545,0,1489,2,0,3,1,7,240,1,7,2009,1940,0
824,232600,81.0,11216,1489,1489,1489,0,0,1489,2,0,3,1,7,776,2,6,2006,2006,0
826,109500,50.0,6130,784,0,784,0,0,784,1,0,2,1,5,0,0,5,2008,1924,0
827,189000,65.0,8529,1454,1434,1434,0,0,1434,2,0,3,1,6,527,2,4,2009,2001,0
829,147400,24.0,2544,600,600,520,623,80,1223,2,1,2,1,4,480,2,7,2006,2005,0
830,166000,80.0,11900,1392,352,1392,0,0,1392,1,1,3,1,6,458,2,6,2008,1957,0
831,151000,30.0,3180,600,600,520,600,80,1200,2,1,2,1,4,480,2,6,2006,2005,0
834,139950,75.0,7875,1144,572,1144,0,0,1144,1,0,3,1,6,456,2,9,2008,1961,0
835,128000,60.0,9600,1067,625,1067,0,0,1067,2,0,2,1,4,436,2,2,2010,1950,0
837,100000,21.0,1680,483,153,483,504,0,987,1,1,2,1,5,264,1,11,2008,1973,0
838,144000,75.0,9525,1099,1099,1099,0,0,1099,1,1,3,1,6,352,1,6,2008,1995,0
839,130500,70.0,11767,768,416,768,432,0,1200,1,0,3,1,6,240,1,5,2008,1946,0
840,140000,,12155,672,516,810,672,0,1482,2,0,4,1,7,400,1,3,2008,1925,0
842,174900,82.0,9020,1127,276,1165,0,0,1165,1,1,3,1,6,490,2,5,2008,1966,0
843,141000,80.0,8000,1800,1800,1800,0,0,1800,2,0,6,2,10,0,0,7,2007,1961,0
844,153900,100.0,12665,876,876,876,540,0,1416,1,1,4,1,7,720,3,6,2008,1915,0
846,213000,75.0,9317,740,227,1006,769,0,1775,2,1,3,1,7,425,2,7,2009,1993,0
847,133500,36.0,15523,864,404,864,0,0,864,1,0,3,1,5,338,1,8,2009,1972,0
848,240000,75.0,45600,907,907,1307,1051,0,2358,3,0,5,1,10,360,2,9,2008,1908,0
849,187000,80.0,9600,528,528,1094,761,0,1855,2,1,3,1,7,512,2,8,2007,1976,0
851,215000,,3196,1273,1273,1456,0,0,1456,2,0,2,1,7,400,2,5,2006,2003,0
852,164000,53.0,7128,918,554,918,728,0,1646,2,0,4,1,7,240,1,8,2007,1941,0
853,158000,,12095,1127,563,1445,0,0,1445,1,1,3,1,7,645,2,8,2009,1964,0
854,170000,102.0,17920,1763,372,1779,0,0,1779,1,1,3,1,6,454,2,7,2006,1955,0
855,127000,,6897,1040,381,1040,0,0,1040,1,1,3,1,6,260,1,4,2010,1962,0
857,174000,65.0,8125,702,702,702,779,0,1481,2,1,3,1,6,343,2,3,2009,1994,0
858,152000,80.0,10400,1090,1090,1370,0,0,1370,2,0,3,1,6,479,2,6,2009,1976,0
859,250000,,11029,1054,435,1512,1142,0,2654,2,1,4,1,9,619,2,8,2006,1968,0
860,189950,55.0,7642,912,912,912,514,0,1426,1,1,3,1,7,216,1,6,2007,1918,0
861,131500,75.0,11625,1039,198,1039,0,0,1039,1,1,3,1,6,504,2,4,2010,1965,0
862,152000,81.0,9672,1040,702,1097,0,0,1097,2,0,3,1,6,480,2,5,2010,1984,0
863,132500,70.0,7931,1148,0,1148,0,0,1148,1,0,3,1,6,672,1,7,2009,1959,0
864,250580,72.0,8640,1372,1372,1372,0,0,1372,2,0,3,1,6,529,2,5,2008,2007,0
866,248900,67.0,10656,1638,1638,1646,0,0,1646,2,0,3,1,6,870,3,11,2007,2006,0
867,129000,85.0,6970,1040,108,1120,0,0,1120,1,1,3,1,5,544,2,5,2007,1961,0
869,236000,80.0,9938,1050,300,1062,887,0,1949,2,1,3,1,8,574,2,6,2010,1993,0
872,116000,74.0,8892,105,105,910,0,0,910,1,0,3,1,5,414,2,10,2008,1953,0
874,66500,52.0,5720,676,676,676,455,0,1131,1,1,3,1,5,200,1,8,2009,1941,0
876,132250,94.0,25286,1064,431,1040,0,0,1040,1,0,3,1,5,648,2,1,2007,1963,0
877,350000,74.0,8834,1462,292,1462,762,0,2224,2,1,4,1,10,738,3,6,2009,2004,0
880,157000,60.0,7024,1090,110,1090,0,0,1090,1,1,2,1,5,450,2,6,2007,2005,0
881,187500,44.0,13758,1156,254,1187,530,0,1717,2,1,3,1,7,400,2,4,2007,1990,0
882,178000,,9636,808,808,808,785,0,1593,2,1,3,1,7,389,2,12,2009,1992,0
885,328900,50.0,5119,1698,460,1709,0,0,1709,2,0,2,1,5,506,2,1,2008,1999,0
888,268000,95.0,15865,2217,1043,2217,0,0,2217,2,0,4,1,8,621,2,10,2007,1970,0
889,149500,128.0,12160,1505,481,1505,0,0,1505,1,0,2,1,6,505,2,2,2009,1953,0
890,122900,60.0,8064,672,672,672,252,0,924,1,0,3,1,6,576,2,7,2007,1949,0
891,172500,70.0,11184,918,192,918,765,0,1683,2,1,3,1,7,440,2,7,2009,1978,0
892,154500,70.0,8414,1059,396,1068,0,0,1068,1,0,3,1,6,264,1,2,2006,1963,0
893,165000,,13284,1383,319,1383,0,0,1383,1,0,3,1,6,354,1,6,2008,1954,0
894,118858,64.0,7018,0,0,1535,0,0,1535,2,0,4,2,8,400,2,6,2009,1979,0
895,140000,71.0,7056,780,380,983,813,0,1796,1,1,4,1,8,483,2,10,2008,1963,0
896,106500,50.0,8765,951,666,951,0,0,951,1,0,2,1,6,327,1,4,2006,1936,0
897,142953,64.0,7018,0,0,1120,1120,0,2240,2,0,6,2,12,528,2,6,2009,1979,0
898,611657,100.0,12919,2330,142,2364,0,0,2364,2,1,2,1,11,820,3,3,2010,2009,0
899,135000,65.0,6993,912,447,1236,0,0,1236,1,0,3,1,6,288,1,6,2006,1961,0
900,110000,,7340,858,536,858,0,0,858,1,0,2,1,4,684,1,6,2007,1971,0
901,153000,64.0,8712,992,132,1306,0,0,1306,1,0,2,1,5,756,1,5,2009,1957,0
902,180000,63.0,7875,783,783,807,702,0,1509,2,1,3,1,8,393,2,7,2006,2003,0
904,125500,,6173,876,277,902,0,0,902,1,0,3,1,6,288,1,8,2007,1967,0
905,128000,80.0,9920,1056,412,1063,0,0,1063,1,0,3,1,6,280,1,2,2010,1954,0
907,250000,86.0,11500,1017,794,1020,1037,0,2057,1,1,3,1,6,180,1,6,2006,1936,0
908,131000,,8885,864,239,902,0,0,902,1,0,2,1,5,484,2,6,2006,1983,0
909,174000,149.0,12589,742,742,742,742,0,1484,2,1,3,1,8,390,2,6,2009,2005,0
911,143500,,9286,1268,1072,1268,0,0,1268,1,1,3,1,5,252,1,10,2009,1977,0
912,88000,51.0,6120,768,279,1015,0,0,1015,1,0,3,1,6,450,1,7,2006,1925,0
916,35311,50.0,9000,480,430,480,0,0,480,0,0,1,1,4,308,1,10,2006,1949,0
917,135000,,17140,1134,75,1229,0,0,1229,1,0,3,1,6,284,1,4,2009,1956,0
919,176500,87.0,11029,1184,245,1414,0,0,1414,1,0,3,1,6,601,2,5,2008,1958,0
923,193000,50.0,8012,1604,598,1617,0,0,1617,2,0,2,1,5,533,2,7,2008,1993,0
924,207500,79.0,10240,1686,0,1686,0,0,1686,2,0,3,1,7,612,2,5,2006,1980,0
925,175000,,15611,1126,266,1126,0,0,1126,2,0,3,1,6,540,2,3,2008,1977,0
926,285000,93.0,11999,1181,1181,1234,1140,0,2374,2,1,4,1,10,656,3,5,2007,2003,0
927,176000,,9900,832,280,1098,880,0,1978,2,1,4,1,9,486,2,4,2008,1968,0
928,236500,,11838,1753,1753,1788,0,0,1788,2,0,3,1,7,522,2,6,2009,2001,0
929,222000,,13006,964,964,993,1243,0,2236,2,1,4,1,8,642,2,11,2006,1997,0
930,201000,73.0,8925,1466,1450,1466,0,0,1466,2,0,3,1,7,610,3,7,2009,2007,0
931,117500,70.0,9100,925,121,925,0,0,925,1,0,2,1,5,429,1,7,2009,1965,0
932,320000,84.0,11670,1905,1905,1905,0,0,1905,2,0,3,1,8,788,3,3,2007,2006,0
934,242000,313.0,27650,585,160,2069,0,0,2069,2,0,4,1,9,505,2,11,2008,1960,0
935,79900,52.0,5825,600,600,747,0,0,747,1,0,1,1,5,528,2,6,2006,1926,0
937,253000,75.0,9675,1113,772,1113,858,0,1971,2,1,3,1,8,689,2,2,2009,2005,0
938,239799,73.0,8760,1391,927,1391,571,0,1962,2,1,3,1,7,868,3,8,2006,2006,0
939,244400,,24090,1032,1032,1207,1196,0,2403,2,0,4,1,10,349,1,6,2010,1940,0
940,150900,55.0,12640,1728,396,1728,0,0,1728,2,0,4,2,8,574,2,7,2006,1976,0
941,214000,,8755,992,220,1022,1038,0,2060,2,1,3,1,8,390,2,6,2009,1999,0
942,150000,42.0,7711,1440,0,1440,0,0,1440,2,0,4,2,8,0,0,8,2007,1977,0
943,143000,100.0,25000,1632,1632,1632,0,0,1632,2,0,4,2,8,576,2,6,2007,1967,0
944,137500,,14375,819,354,1344,0,0,1344,1,0,3,1,7,525,2,1,2009,1958,0
945,124900,98.0,8820,1088,0,1188,561,120,1869,1,0,2,1,7,456,2,9,2009,1890,0
946,143000,70.0,8163,1144,102,1144,0,0,1144,1,0,3,1,6,796,1,3,2006,1959,0
947,270000,85.0,14536,1616,316,1629,0,0,1629,2,0,3,1,9,808,3,11,2007,2002,0
949,197500,78.0,9360,1161,179,1381,0,0,1381,1,1,3,1,5,676,2,3,2010,1972,0
951,119900,60.0,7800,828,187,965,0,0,965,1,0,3,1,6,300,1,7,2006,1965,0
952,133900,60.0,7200,768,108,768,0,0,768,1,0,2,1,5,396,1,4,2009,1972,0
953,172000,,11075,784,29,1168,800,0,1968,2,1,4,1,7,530,2,9,2008,1969,0
954,127500,35.0,9400,945,0,980,0,0,980,2,0,4,0,4,0,0,10,2006,1975,0
955,145000,82.0,7136,979,495,979,979,0,1958,2,0,4,2,8,492,2,8,2007,1946,0
956,124000,24.0,1300,561,276,561,668,0,1229,1,1,2,1,5,462,2,5,2009,1980,0
957,132000,70.0,7420,1057,640,1057,0,0,1057,1,0,3,1,6,576,2,4,2007,1962,0
958,185000,65.0,8450,1337,638,1337,0,0,1337,2,0,3,1,6,531,2,10,2007,2003,0
960,116500,50.0,7207,858,162,858,0,0,858,1,0,2,1,4,0,0,2,2010,1958,0
961,272000,,12227,1330,434,1542,1330,0,2872,2,1,4,1,11,619,2,7,2008,1977,0
963,239000,122.0,11923,1800,1800,1800,0,0,1800,2,0,2,1,7,702,2,5,2009,2007,0
964,214900,80.0,11316,817,193,824,1070,0,1894,2,1,4,1,8,510,2,2,2010,2002,0
965,178900,65.0,10237,783,783,783,701,0,1484,2,1,3,1,8,393,2,7,2007,2005,0
966,160000,130.0,9600,728,300,976,332,0,1308,1,1,2,1,7,256,1,6,2009,1940,0
967,135000,,7390,1098,196,1098,0,0,1098,1,0,3,1,6,260,1,7,2008,1955,0
968,37900,50.0,5925,600,600,600,368,0,968,1,0,2,1,6,0,0,5,2009,1910,0
970,135000,60.0,10800,720,720,720,472,0,1192,1,1,4,1,6,0,0,12,2006,1949,0
971,173000,36.0,2268,764,197,764,862,0,1626,2,0,2,1,6,474,2,7,2009,2003,0
972,99500,55.0,7892,918,918,918,0,0,918,2,0,2,1,5,264,1,4,2010,1979,0
973,182000,95.0,11639,1428,1428,1428,0,0,1428,2,0,3,1,6,480,2,12,2008,2007,0
974,167500,60.0,11414,728,728,1136,883,0,2019,1,0,3,1,8,532,2,10,2009,1910,0
977,199900,35.0,4274,1241,135,1241,0,0,1241,1,1,1,1,4,569,2,11,2007,2006,0
978,110000,68.0,9450,894,342,894,0,0,894,1,0,3,1,5,400,2,5,2007,1954,0
979,139000,80.0,8816,1121,470,1121,0,0,1121,1,0,3,1,5,480,2,6,2009,1963,0
980,178400,,12122,944,77,999,0,0,999,1,0,3,1,6,588,2,7,2008,1961,0
981,336000,98.0,12203,1225,371,1276,1336,0,2612,2,1,4,1,8,676,3,7,2009,1998,0
983,255900,,11250,1128,1128,1149,1141,0,2290,2,1,4,1,9,779,2,5,2008,2002,0
984,126000,75.0,10125,0,0,1302,432,0,1734,2,0,4,2,8,539,2,8,2009,1977,0
985,125000,68.0,10880,1164,124,1164,0,0,1164,1,0,3,1,5,240,1,8,2008,1950,0
987,395192,83.0,10159,1930,284,1940,0,0,1940,2,1,3,1,8,606,3,4,2010,2009,0
988,195000,,12046,848,692,1118,912,0,2030,2,1,4,1,8,551,2,6,2007,1976,0
989,197000,65.0,8125,770,770,778,798,0,1576,2,1,3,1,6,614,2,8,2006,2006,0
990,348000,82.0,9452,1396,322,1407,985,0,2392,2,1,3,1,7,870,3,6,2006,1997,0
991,168000,121.0,17671,916,700,916,826,0,1742,1,1,4,1,8,424,2,11,2009,1882,0
992,187000,80.0,9760,822,169,1020,831,0,1851,2,1,3,1,7,440,2,7,2007,1964,0
993,173900,68.0,8846,750,750,750,750,0,1500,2,1,3,1,6,564,2,8,2006,2005,0
994,337500,96.0,12456,1700,528,1718,0,0,1718,2,0,3,1,7,786,3,7,2009,2006,0
995,121600,51.0,4712,747,363,774,456,0,1230,1,1,3,1,5,305,1,8,2006,1946,0
996,136500,,10659,1050,135,1050,0,0,1050,1,0,3,1,6,368,1,1,2006,1961,0
997,185000,,11717,1442,1442,1442,0,0,1442,2,0,2,1,6,615,2,2,2009,1970,0
998,91000,60.0,9786,1007,1007,1077,0,0,1077,1,0,3,1,6,210,1,5,2006,1922,0
999,206000,64.0,6762,1187,501,1208,0,0,1208,2,0,2,1,6,632,2,2,2010,2006,0
1000,82000,74.0,10206,0,0,944,0,0,944,1,0,2,1,4,528,2,7,2009,1952,0
1002,232000,75.0,11957,1574,1550,1574,0,0,1574,2,0,3,1,7,824,3,7,2008,2006,0
1003,136905,,11500,1680,1680,1680,0,0,1680,2,0,4,2,8,528,2,6,2007,1976,0
1004,181000,43.0,3182,1346,1330,1504,0,0,1504,2,0,1,1,7,457,2,5,2009,2005,0
1005,149900,65.0,8385,985,390,985,0,0,985,2,0,3,1,6,328,1,11,2008,1977,0
1009,102000,60.0,6000,1008,1008,1008,0,514,1522,2,0,4,1,7,0,0,6,2006,1926,0
1010,135000,115.0,21286,720,720,720,551,0,1271,2,0,4,1,7,312,1,8,2008,1948,0
1011,100000,75.0,9825,0,0,1664,0,0,1664,2,0,4,2,8,0,0,5,2010,1965,0
1012,165000,55.0,10592,602,602,900,602,0,1502,1,1,3,1,7,180,1,8,2007,1923,0
1013,85000,60.0,7200,1022,310,1022,0,0,1022,1,0,2,1,4,280,1,6,2009,1910,0
1015,227000,70.0,8400,810,167,810,855,0,1665,2,1,3,1,6,528,2,11,2009,2001,0
1016,203000,73.0,11883,1504,814,1504,0,0,1504,2,0,3,1,6,478,2,6,2009,1996,0
1017,187500,,5814,1220,184,1360,0,0,1360,1,0,1,1,4,565,2,8,2009,1984,0
1018,160000,,10784,384,384,802,670,0,1472,2,1,3,1,7,402,2,5,2007,1991,0
1019,213490,43.0,3013,1362,1346,1506,0,0,1506,2,0,2,1,6,440,2,4,2006,2005,0
1020,176000,60.0,7024,1132,108,1132,0,0,1132,1,1,2,1,5,451,2,6,2008,2005,0
1021,194000,64.0,7406,1199,515,1220,0,0,1220,2,0,2,1,6,632,2,7,2006,2006,0
1022,87000,52.0,9439,912,588,912,336,0,1248,1,0,2,1,6,160,1,3,2007,1930,0
1023,191000,43.0,3182,1346,1330,1504,0,0,1504,2,0,2,1,7,437,2,5,2008,2005,0
1024,287000,,15498,1565,0,2898,0,0,2898,2,0,2,1,10,665,2,5,2008,1976,0
1025,112500,70.0,7700,882,276,882,0,0,882,1,0,3,1,5,461,2,3,2007,1972,0
1026,167500,73.0,9300,1268,571,1264,0,0,1264,1,0,3,1,6,461,2,4,2010,1960,0
1027,293077,71.0,9520,1638,125,1646,0,0,1646,2,0,3,1,7,800,3,4,2008,2007,0
1028,105000,79.0,9492,768,359,968,408,0,1376,1,0,3,1,6,240,1,4,2007,1941,0
1029,118000,21.0,1680,672,355,672,546,0,1218,1,1,3,1,7,264,1,5,2006,1972,0
1030,160000,,7082,686,686,948,980,0,1928,2,0,5,2,10,0,0,7,2006,1916,0
1032,310000,,14541,1338,326,1352,1168,0,2520,2,1,5,1,10,796,3,11,2006,1993,0
1033,230000,,8125,1654,668,1654,0,0,1654,2,0,3,1,6,900,3,2,2006,2002,0
1035,84000,,11500,0,0,845,0,0,845,1,0,3,1,5,290,1,1,2009,1957,0
1036,315500,89.0,12898,1620,598,1620,0,0,1620,2,0,2,1,6,912,3,9,2009,2007,0
1037,287000,,9240,1055,1055,1055,1208,0,2263,2,1,3,1,7,905,2,9,2008,2001,0
1038,97000,21.0,1533,546,546,798,546,0,1344,1,1,3,1,6,0,0,5,2009,1970,0
1040,155000,88.0,13125,1134,284,1803,0,0,1803,2,0,3,1,8,484,2,1,2006,1957,0
1041,173000,,9130,800,336,800,832,0,1632,1,1,4,1,7,484,2,7,2008,1966,0
1042,196000,34.0,5381,1306,406,1306,0,0,1306,2,0,1,1,5,624,2,8,2009,2005,0
1043,262280,86.0,11839,1475,390,1532,797,0,2329,2,1,4,1,10,514,2,5,2008,1990,0
1044,278000,80.0,9600,2524,1420,2524,0,0,2524,2,1,4,1,9,542,2,7,2009,1981,0
1046,556581,85.0,16056,1992,1752,1992,876,0,2868,3,1,4,1,11,716,3,7,2006,2005,0
1049,84900,60.0,11100,0,0,930,0,0,930,1,0,2,1,6,308,1,4,2010,1946,0
1051,200141,103.0,11175,1316,1316,1316,0,0,1316,2,0,3,1,6,440,2,10,2007,2007,0
1052,165000,100.0,9500,816,374,1127,850,0,1977,1,1,4,1,9,540,2,6,2007,1964,0
1053,144500,68.0,8562,1216,833,1526,0,0,1526,1,0,4,1,7,364,1,5,2010,1957,0
1054,255000,90.0,11367,1065,133,1091,898,0,1989,2,1,3,1,7,586,2,11,2006,2002,0
1055,180000,104.0,11361,1193,549,1523,0,0,1523,2,0,3,1,7,478,2,5,2008,1976,0
1056,185850,43.0,7052,1364,705,1364,0,0,1364,2,0,2,1,6,484,2,6,2006,2005,0
1057,248000,,29959,973,378,979,871,0,1850,2,1,3,1,7,467,2,1,2009,1994,0
1058,335000,96.0,11308,1104,168,1130,1054,0,2184,2,1,3,1,10,836,3,7,2009,2008,0
1061,81000,120.0,18000,894,894,894,0,0,894,1,0,2,1,6,1248,3,8,2008,1935,0
1062,90000,85.0,13600,662,662,1422,915,0,2337,2,0,5,2,10,560,2,9,2007,1900,0
1063,110500,50.0,6000,1103,706,1103,0,0,1103,1,0,2,1,5,440,2,7,2006,1925,0
1064,154000,,11000,1154,184,1154,0,0,1154,1,1,3,1,6,480,2,11,2009,1966,0
1065,328000,80.0,14000,1306,105,1306,954,0,2260,2,1,3,1,7,533,2,4,2010,1996,0
1066,178000,59.0,7837,799,799,799,772,0,1571,2,1,3,1,7,380,2,5,2009,1993,0
1067,167900,80.0,9760,780,0,798,813,0,1611,1,1,4,1,7,442,2,6,2008,1964,0
1068,151400,42.0,3964,942,105,1291,1230,0,2521,2,1,5,1,10,576,2,6,2006,1973,0
1069,135000,60.0,9600,845,625,893,0,0,893,1,0,2,1,4,576,2,5,2007,1949,0
1071,154000,78.0,11700,727,429,829,727,0,1556,1,1,4,1,8,441,2,5,2009,1968,0
1072,91500,50.0,7585,810,810,1002,454,0,1456,1,0,4,1,7,280,1,8,2006,1948,0
1073,159500,75.0,7950,690,155,698,728,0,1426,1,1,3,1,6,440,2,7,2009,1977,0
1074,194000,74.0,8556,1240,1240,1240,0,0,1240,2,0,2,1,5,826,3,5,2007,2006,0
1075,219500,75.0,13125,800,390,960,780,0,1740,1,1,3,1,6,240,1,7,2007,1940,0
1076,170000,60.0,10800,796,170,1096,370,0,1466,2,0,3,1,7,566,2,4,2006,1936,0
1077,138800,,15870,1096,230,1096,0,0,1096,1,0,3,1,6,299,1,3,2006,1969,0
1078,155900,37.0,4435,848,186,848,0,0,848,1,0,1,1,3,420,2,5,2006,2004,0
1079,126000,65.0,8775,990,495,990,0,0,990,1,0,3,1,5,299,1,4,2007,1994,0
1081,133000,75.0,7500,1040,216,1040,0,0,1040,1,1,3,1,5,308,1,6,2010,1963,0
1082,192000,70.0,8749,1459,1459,1459,0,0,1459,2,0,3,1,6,527,2,9,2007,2002,0
1083,160000,80.0,8800,1251,698,1251,0,0,1251,1,0,3,1,6,461,1,3,2006,1964,0
1084,187500,,13031,691,99,691,807,0,1498,2,1,3,1,6,409,2,7,2006,1995,0
1085,147000,73.0,9069,936,189,996,0,0,996,1,0,2,1,5,564,2,4,2010,1992,0
1086,83500,,1974,546,212,546,546,0,1092,1,1,3,1,6,286,1,5,2010,1973,0
1087,252000,85.0,10574,1082,1082,1082,871,0,1953,2,1,3,1,9,1043,3,5,2009,2005,0
1089,197000,37.0,3316,1247,208,1247,0,0,1247,1,1,1,1,4,550,2,4,2006,2005,0
1090,92900,60.0,8544,0,0,1040,0,0,1040,2,0,2,2,6,400,2,6,2009,1950,0
1091,160000,24.0,2160,600,90,624,628,0,1252,2,1,2,1,4,462,2,3,2008,1999,0
1092,136500,60.0,8400,1181,758,1390,304,0,1694,2,0,4,1,7,576,2,6,2008,1925,0
1093,146000,71.0,9230,864,203,1200,0,0,1200,1,1,1,1,6,884,2,10,2006,1965,0
1094,129000,74.0,5868,936,448,936,0,0,936,1,0,2,1,4,308,1,5,2010,1956,0
1095,176432,78.0,9317,1314,1290,1314,0,0,1314,2,0,3,1,6,440,2,3,2007,2006,0
1096,127000,60.0,6882,684,684,773,582,0,1355,1,1,3,1,7,0,0,3,2007,1914,0
1098,128000,50.0,6000,672,0,757,567,0,1324,1,0,3,1,6,240,1,7,2009,1936,0
1100,60000,60.0,8400,290,0,438,0,0,438,1,0,1,1,3,246,1,1,2009,1920,0
1101,119500,61.0,9758,950,251,950,0,0,950,1,0,3,1,5,280,1,7,2007,1971,0
1102,135000,70.0,7000,1010,422,1134,0,0,1134,1,0,2,1,6,254,1,4,2007,1960,0
1103,159500,79.0,8910,655,0,1194,0,0,1194,1,0,3,1,6,539,2,7,2006,1959,0
1104,106000,24.0,2016,630,630,630,672,0,1302,2,1,3,1,6,440,2,4,2007,1970,0
1105,325000,98.0,12256,1463,431,1500,1122,0,2622,2,1,3,1,9,712,2,4,2010,1994,0
1106,179900,114.0,10357,910,172,1442,0,0,1442,2,0,3,1,6,719,2,5,2007,1990,0
